SPECIES LANDED,SPECIES CODE,SPECIES LICENSE,LICENSE CODE,WEIGHT,YEAR,MONTH,DATE,DOCUMENT,NAFO UNIT,FISHING AREA,LAT,LONG,DOC CODE,COMMUNITY CODE,COMMUNITY,VALUE,AREA,SEASON,TRIP ID,NROW
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,144.429,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45,-65.98333,144314,13611,SAULNIERVILLE,317.74,Musquash,Summer,174625,1094
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,13.711,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45,-65.98333,144314,13611,SAULNIERVILLE,30.16,Musquash,Summer,174625,1095
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,4.082,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45,-65.98333,144314,13611,SAULNIERVILLE,4.49,Musquash,Summer,174625,1096
CATFISH,174,"GROUNDFISH, UNSPECIFIED",199,17.69,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45,-65.98333,144314,13611,SAULNIERVILLE,9.73,Musquash,Summer,174625,1097
COD,100,"GROUNDFISH, UNSPECIFIED",199,37.065,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-65.96667,144314,13611,SAULNIERVILLE,85.62,Musquash,Summer,174625,1098
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,337.003,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-65.96667,144314,13611,SAULNIERVILLE,741.41,Musquash,Summer,174625,1099
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,178.243,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-65.96667,144314,13611,SAULNIERVILLE,392.13,Musquash,Summer,174625,1100
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,4.082,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-65.96667,144314,13611,SAULNIERVILLE,4.49,Musquash,Summer,174625,1101
COD,100,"GROUNDFISH, UNSPECIFIED",199,77.735,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.31667,144319,13802,DIGBY,141.01,Musquash,Summer,174639,1102
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,389.994,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.31667,144319,13802,DIGBY,689.51,Musquash,Summer,174639,1103
REDFISH,120,"GROUNDFISH, UNSPECIFIED",199,8.104,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.31667,144319,13802,DIGBY,6.26,Musquash,Summer,174639,1104
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,115.73,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.31667,144319,13802,DIGBY,180.54,Musquash,Summer,174639,1105
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,24.018,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.31667,144319,13802,DIGBY,19.21,Musquash,Summer,174639,1106
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,118.264,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.31667,144319,13802,DIGBY,102.89,Musquash,Summer,174639,1107
CATFISH,174,"GROUNDFISH, UNSPECIFIED",199,0.598,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.31667,144319,13802,DIGBY,0.25,Musquash,Summer,174639,1108
COD,100,"GROUNDFISH, UNSPECIFIED",199,38.868,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45,-66.15,144319,13802,DIGBY,70.51,Musquash,Summer,174639,1109
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,108.595,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45,-66.15,144319,13802,DIGBY,192,Musquash,Summer,174639,1110
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,126.251,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45,-66.15,144319,13802,DIGBY,196.95,Musquash,Summer,174639,1111
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,48.036,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45,-66.15,144319,13802,DIGBY,38.43,Musquash,Summer,174639,1112
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,86.01,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45,-66.15,144319,13802,DIGBY,74.83,Musquash,Summer,174639,1113
CATFISH,174,"GROUNDFISH, UNSPECIFIED",199,0.33,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45,-66.15,144319,13802,DIGBY,0.14,Musquash,Summer,174639,1114
COD,100,"GROUNDFISH, UNSPECIFIED",199,21.546,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.98333,-66.03333,147330,13608,METEGHAN,45.25,Musquash,Summer,174671,1115
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,100.513,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.98333,-66.03333,147330,13608,METEGHAN,151.77,Musquash,Summer,174671,1116
"FLOUNDER, UNSPECIFIED",149,"GROUNDFISH, UNSPECIFIED",199,23.203,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.98333,-66.03333,147330,13608,METEGHAN,40.37,Musquash,Summer,174671,1117
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,49.572,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.98333,-66.03333,147330,13608,METEGHAN,43.13,Musquash,Summer,174671,1118
MONKFISH,177,"GROUNDFISH, UNSPECIFIED",199,1.89,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.98333,-66.03333,147330,13608,METEGHAN,1.83,Musquash,Summer,174671,1119
SCULPIN,181,"GROUNDFISH, UNSPECIFIED",199,25.83,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.98333,-66.03333,147330,13608,METEGHAN,59.15,Musquash,Summer,174671,1120
COD,100,"GROUNDFISH, UNSPECIFIED",199,10.118,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.03333,-65.98333,144334,13608,METEGHAN,21.25,Musquash,Summer,174743,1121
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,63.833,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.03333,-65.98333,144334,13608,METEGHAN,96.39,Musquash,Summer,174743,1122
AMERICAN PLAICE,140,"GROUNDFISH, UNSPECIFIED",199,15.523,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.03333,-65.98333,144334,13608,METEGHAN,11.49,Musquash,Summer,174743,1123
COD,100,"GROUNDFISH, UNSPECIFIED",199,16.188,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.06667,-66,144334,13608,METEGHAN,33.99,Musquash,Summer,174743,1124
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,53.194,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.06667,-66,144334,13608,METEGHAN,80.32,Musquash,Summer,174743,1125
AMERICAN PLAICE,140,"GROUNDFISH, UNSPECIFIED",199,15.523,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.06667,-66,144334,13608,METEGHAN,11.49,Musquash,Summer,174743,1126
COD,100,"GROUNDFISH, UNSPECIFIED",199,10.368,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.98333,-66.03333,142623,13608,METEGHAN,21.77,Musquash,Summer,174873,1127
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,245.103,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.98333,-66.03333,142623,13608,METEGHAN,370.1,Musquash,Summer,174873,1128
COD,100,"GROUNDFISH, UNSPECIFIED",199,50.123,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-66,142675,13802,DIGBY,90.92,Musquash,Summer,175092,1129
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,75.181,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-66,142675,13802,DIGBY,132.92,Musquash,Summer,175092,1130
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,66.888,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-66,142675,13802,DIGBY,104.35,Musquash,Summer,175092,1131
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,94.596,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-66,142675,13802,DIGBY,75.68,Musquash,Summer,175092,1132
SCULPIN,181,"GROUNDFISH, UNSPECIFIED",199,8.856,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-66,142675,13802,DIGBY,3.9,Musquash,Summer,175092,1133
COD,100,"GROUNDFISH, UNSPECIFIED",199,50.123,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-66.05,142675,13802,DIGBY,90.92,Musquash,Summer,175092,1134
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,61.084,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-66.05,142675,13802,DIGBY,108,Musquash,Summer,175092,1135
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,267.552,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-66.05,142675,13802,DIGBY,417.38,Musquash,Summer,175092,1136
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,94.596,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-66.05,142675,13802,DIGBY,75.68,Musquash,Summer,175092,1137
SCULPIN,181,"GROUNDFISH, UNSPECIFIED",199,16.149,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-66.05,142675,13802,DIGBY,7.11,Musquash,Summer,175092,1138
COD,100,"GROUNDFISH, UNSPECIFIED",199,192.171,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.05,144815,13802,DIGBY,348.6,Musquash,Summer,175474,1139
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,447.79,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.05,144815,13802,DIGBY,791.69,Musquash,Summer,175474,1140
REDFISH,120,"GROUNDFISH, UNSPECIFIED",199,59.251,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.05,144815,13802,DIGBY,45.74,Musquash,Summer,175474,1141
GREYSOLE/WITCH,142,"GROUNDFISH, UNSPECIFIED",199,2.64,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.05,144815,13802,DIGBY,4.02,Musquash,Summer,175474,1142
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,175.125,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.05,144815,13802,DIGBY,140.1,Musquash,Summer,175474,1143
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,148.666,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.05,144815,13802,DIGBY,129.34,Musquash,Summer,175474,1144
COD,100,"GROUNDFISH, UNSPECIFIED",199,42.684,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.06667,144037,13802,DIGBY,77.43,Musquash,Summer,175527,1145
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,134.22,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.06667,144037,13802,DIGBY,237.3,Musquash,Summer,175527,1146
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,4.939,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.06667,144037,13802,DIGBY,7.7,Musquash,Summer,175527,1147
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,87.695,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.06667,144037,13802,DIGBY,70.16,Musquash,Summer,175527,1148
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,89.993,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.95,-66.06667,144037,13802,DIGBY,78.29,Musquash,Summer,175527,1149
COD,100,"GROUNDFISH, UNSPECIFIED",199,85.367,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.06667,144037,13802,DIGBY,154.86,Musquash,Summer,175527,1150
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,268.438,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.06667,144037,13802,DIGBY,474.6,Musquash,Summer,175527,1151
REDFISH,120,"GROUNDFISH, UNSPECIFIED",199,54.092,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.06667,144037,13802,DIGBY,41.76,Musquash,Summer,175527,1152
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,12.348,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.06667,144037,13802,DIGBY,19.26,Musquash,Summer,175527,1153
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,87.695,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.06667,144037,13802,DIGBY,70.16,Musquash,Summer,175527,1154
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,44.997,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.06667,144037,13802,DIGBY,39.15,Musquash,Summer,175527,1155
COD,100,"GROUNDFISH, UNSPECIFIED",199,87.449,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.03333,144817,13802,DIGBY,158.63,Musquash,Summer,175529,1156
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,473.69,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.03333,144817,13802,DIGBY,837.48,Musquash,Summer,175529,1157
REDFISH,120,"GROUNDFISH, UNSPECIFIED",199,15.904,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.03333,144817,13802,DIGBY,12.28,Musquash,Summer,175529,1158
GREYSOLE/WITCH,142,"GROUNDFISH, UNSPECIFIED",199,19.357,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.03333,144817,13802,DIGBY,29.44,Musquash,Summer,175529,1159
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,133.122,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.03333,144817,13802,DIGBY,106.5,Musquash,Summer,175529,1160
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,30.996,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.03333,144817,13802,DIGBY,26.97,Musquash,Summer,175529,1161
COD,100,"GROUNDFISH, UNSPECIFIED",199,221.149,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.2,144819,13802,DIGBY,401.16,Musquash,Summer,175788,1162
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,790.823,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.2,144819,13802,DIGBY,1398.18,Musquash,Summer,175788,1163
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,25.681,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.2,144819,13802,DIGBY,40.06,Musquash,Summer,175788,1164
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,148.387,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.2,144819,13802,DIGBY,118.71,Musquash,Summer,175788,1165
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,36.936,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.2,144819,13802,DIGBY,32.13,Musquash,Summer,175788,1166
COD,100,"GROUNDFISH, UNSPECIFIED",199,2.873,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-65.98333,144597,13611,SAULNIERVILLE,6.32,Musquash,Summer,175910,1167
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,214.172,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-65.98333,144597,13611,SAULNIERVILLE,376.94,Musquash,Summer,175910,1168
REDFISH,120,"GROUNDFISH, UNSPECIFIED",199,0.091,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-65.98333,144597,13611,SAULNIERVILLE,0.09,Musquash,Summer,175910,1169
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,2.951,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-65.98333,144597,13611,SAULNIERVILLE,5.52,Musquash,Summer,175910,1170
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,6.35,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-65.98333,144597,13611,SAULNIERVILLE,4.89,Musquash,Summer,175910,1171
CATFISH,174,"GROUNDFISH, UNSPECIFIED",199,8.618,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.05,-65.98333,144597,13611,SAULNIERVILLE,4.74,Musquash,Summer,175910,1172
COD,100,"GROUNDFISH, UNSPECIFIED",199,5.716,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.35,145510,24902,DIPPER HARBOUR,12,Musquash,Summer,175957,1173
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,5.988,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.35,145510,24902,DIPPER HARBOUR,9.04,Musquash,Summer,175957,1174
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,10.584,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.35,145510,24902,DIPPER HARBOUR,121.93,Musquash,Summer,175957,1175
AMERICAN PLAICE,140,"GROUNDFISH, UNSPECIFIED",199,22.226,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.35,145510,24902,DIPPER HARBOUR,16.45,Musquash,Summer,175957,1176
GREYSOLE/WITCH,142,"GROUNDFISH, UNSPECIFIED",199,9.331,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.35,145510,24902,DIPPER HARBOUR,14.19,Musquash,Summer,175957,1177
GREENLAND HALIBUT/TURBOT,144,"GROUNDFISH, UNSPECIFIED",199,2.495,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.96667,-66.35,145510,24902,DIPPER HARBOUR,3.99,Musquash,Summer,175957,1178
COD,100,"GROUNDFISH, UNSPECIFIED",199,47.386,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.21667,144479,13708,LITTLE RIVER,99.51,Musquash,Summer,176044,1179
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,417.978,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.21667,144479,13708,LITTLE RIVER,631.15,Musquash,Summer,176044,1180
GREYSOLE/WITCH,142,"GROUNDFISH, UNSPECIFIED",199,26.044,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.21667,144479,13708,LITTLE RIVER,39.61,Musquash,Summer,176044,1181
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,51.427,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.21667,144479,13708,LITTLE RIVER,44.74,Musquash,Summer,176044,1182
COD,100,"GROUNDFISH, UNSPECIFIED",199,71.079,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.23333,144479,13708,LITTLE RIVER,149.27,Musquash,Summer,176044,1183
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,417.978,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.23333,144479,13708,LITTLE RIVER,631.15,Musquash,Summer,176044,1184
REDFISH,120,"GROUNDFISH, UNSPECIFIED",199,22.408,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.23333,144479,13708,LITTLE RIVER,12.55,Musquash,Summer,176044,1185
GREYSOLE/WITCH,142,"GROUNDFISH, UNSPECIFIED",199,26.044,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.23333,144479,13708,LITTLE RIVER,39.61,Musquash,Summer,176044,1186
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,22.482,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.23333,144479,13708,LITTLE RIVER,17.99,Musquash,Summer,176044,1187
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,51.427,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.23333,144479,13708,LITTLE RIVER,44.74,Musquash,Summer,176044,1188
COD,100,"GROUNDFISH, UNSPECIFIED",199,71.079,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.25,144479,13708,LITTLE RIVER,149.27,Musquash,Summer,176044,1189
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,417.978,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.25,144479,13708,LITTLE RIVER,631.15,Musquash,Summer,176044,1190
REDFISH,120,"GROUNDFISH, UNSPECIFIED",199,44.816,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.25,144479,13708,LITTLE RIVER,25.1,Musquash,Summer,176044,1191
GREYSOLE/WITCH,142,"GROUNDFISH, UNSPECIFIED",199,26.044,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.25,144479,13708,LITTLE RIVER,39.61,Musquash,Summer,176044,1192
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,44.963,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.25,144479,13708,LITTLE RIVER,35.97,Musquash,Summer,176044,1193
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,51.427,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.25,144479,13708,LITTLE RIVER,44.74,Musquash,Summer,176044,1194
MONKFISH,177,"GROUNDFISH, UNSPECIFIED",199,11.113,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.25,144479,13708,LITTLE RIVER,10.78,Musquash,Summer,176044,1195
COD,100,"GROUNDFISH, UNSPECIFIED",199,71.079,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.93333,-66.21667,144479,13708,LITTLE RIVER,149.27,Musquash,Summer,176044,1196
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,417.978,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.93333,-66.21667,144479,13708,LITTLE RIVER,631.15,Musquash,Summer,176044,1197
GREYSOLE/WITCH,142,"GROUNDFISH, UNSPECIFIED",199,26.044,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.93333,-66.21667,144479,13708,LITTLE RIVER,39.61,Musquash,Summer,176044,1198
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,44.963,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.93333,-66.21667,144479,13708,LITTLE RIVER,35.97,Musquash,Summer,176044,1199
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,25.713,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.93333,-66.21667,144479,13708,LITTLE RIVER,22.37,Musquash,Summer,176044,1200
COD,100,"GROUNDFISH, UNSPECIFIED",199,42.894,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.91667,-66.16667,144609,13608,METEGHAN,90.08,Musquash,Summer,176173,1201
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,133.674,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.91667,-66.16667,144609,13608,METEGHAN,201.85,Musquash,Summer,176173,1202
GREYSOLE/WITCH,142,"GROUNDFISH, UNSPECIFIED",199,23.28,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.91667,-66.16667,144609,13608,METEGHAN,35.41,Musquash,Summer,176173,1203
POLLOCK,170,"GROUNDFISH, UNSPECIFIED",199,20.897,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.91667,-66.16667,144609,13608,METEGHAN,16.72,Musquash,Summer,176173,1204
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,42.269,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.91667,-66.16667,144609,13608,METEGHAN,36.77,Musquash,Summer,176173,1205
COD,100,"GROUNDFISH, UNSPECIFIED",199,60.556,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.91667,-66.18333,144609,13608,METEGHAN,127.17,Musquash,Summer,176173,1206
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,267.35,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.91667,-66.18333,144609,13608,METEGHAN,403.7,Musquash,Summer,176173,1207
GREYSOLE/WITCH,142,"GROUNDFISH, UNSPECIFIED",199,56.26,2006,9,01/09/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.91667,-66.18333,144609,13608,METEGHAN,85.57,Musquash,Summer,176173,1208
